X0,U01,U02,U03,U04,U05,U06,U07,U08,U09,U10,T,Y
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,47.0
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.97
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.68
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,46.68
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,46.58
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,46.36
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,46.36
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,46.23
47.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,46.04
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,47.0
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.97
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.68
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.68
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,46.58
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,46.36
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,46.36
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,46.23
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,46.04
47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,46.04
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.97
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.68
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.68
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.58
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,46.36
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,46.36
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,46.23
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,46.04
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,46.04
46.97,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.78
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.68
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.68
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.58
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.36
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,46.36
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,46.23
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,46.04
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,46.04
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.78
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.71
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.68
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.58
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.36
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.36
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,46.23
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,46.04
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,46.04
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.78
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.71
46.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.71
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.58
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.36
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.36
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.23
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,46.04
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,46.04
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.78
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.71
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.71
46.58,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.68
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.36
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.36
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.23
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.04
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,46.04
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.78
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.71
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.71
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.68
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.52
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.36
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.23
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.04
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,46.04
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.78
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.71
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.71
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.68
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.52
46.36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.39
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.23
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.04
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,46.04
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.78
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.71
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.71
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.68
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.52
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.39
46.23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.39
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.04
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,46.04
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.78
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.71
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.71
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.68
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.52
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.39
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.39
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.2
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,46.04
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.78
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.71
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.71
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.68
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.52
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.39
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.39
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.2
46.04,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.07
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.78
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.71
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.71
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.68
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.52
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.39
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.39
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.2
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.07
45.78,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.07
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.71
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.71
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.68
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.52
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.39
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.39
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.2
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.07
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.07
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,45.07
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.71
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.68
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.52
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.39
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.39
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.2
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.07
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.07
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,45.07
45.71,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.91
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.68
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.52
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.39
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.39
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.2
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.07
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.07
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,45.07
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.91
45.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.75
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.52
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.39
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.39
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.2
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.07
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.07
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,45.07
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.91
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.75
45.52,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.75
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.39
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.39
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.2
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.07
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.07
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,45.07
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.91
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.75
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.75
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.75
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.39
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.2
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.07
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.07
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,45.07
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.91
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.75
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.75
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.75
45.39,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.68
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.2
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.07
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.07
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,45.07
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.91
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.75
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.75
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.75
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.68
45.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.49
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.07
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.07
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,45.07
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.91
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.68
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.49
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.42
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.07
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,45.07
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,44.91
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.68
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.49
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.42
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.42
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,45.07
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,44.91
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.75
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.68
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.49
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.42
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.42
45.07,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.42
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,44.91
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,44.75
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,44.75
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.75
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.68
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.49
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.42
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.42
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.42
44.91,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,44.75
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,44.75
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,44.75
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.68
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.49
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.23
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,44.75
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,44.75
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,44.68
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.49
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.23
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.23
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,44.75
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,44.68
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,44.49
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.42
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.23
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.23
44.75,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10.0,44.1
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,44.68
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,44.49
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0,44.42
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,4.0,44.42
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,44.42
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,6.0,44.42
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,44.23
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,44.23
44.68,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,9.0,44.1
