X0,U1,U2,U3,U4,T,Y
42.81,20.0,20.0,20.0,20.0,4.0,41.39
42.49,20.0,20.0,20.0,20.0,1.0,42.49
42.49,20.0,20.0,20.0,20.0,2.0,42.17
42.49,20.0,20.0,20.0,20.0,3.0,41.39
42.49,20.0,20.0,20.0,20.0,4.0,41.62
42.17,20.0,20.0,20.0,20.0,1.0,42.17
42.17,20.0,20.0,20.0,20.0,2.0,41.39
42.17,20.0,20.0,20.0,20.0,3.0,41.62
42.17,20.0,20.0,20.0,20.0,4.0,41.49
41.39,20.0,20.0,20.0,20.0,1.0,41.39
41.39,20.0,20.0,20.0,20.0,2.0,41.62
41.39,20.0,20.0,20.0,20.0,3.0,41.49
41.39,20.0,20.0,20.0,20.0,4.0,41.2
41.62,20.0,20.0,20.0,20.0,1.0,41.62
41.62,20.0,20.0,20.0,20.0,2.0,41.49
41.62,20.0,20.0,20.0,20.0,3.0,41.2
41.62,20.0,20.0,20.0,20.0,4.0,41.14
41.49,20.0,20.0,20.0,20.0,1.0,41.49
41.49,20.0,20.0,20.0,20.0,2.0,41.2
41.49,20.0,20.0,20.0,20.0,3.0,41.14
41.49,20.0,20.0,20.0,20.0,4.0,40.88
41.2,20.0,20.0,20.0,20.0,1.0,41.2
41.2,20.0,20.0,20.0,20.0,2.0,41.14
41.2,20.0,20.0,20.0,20.0,3.0,40.88
41.2,20.0,20.0,20.0,20.0,4.0,40.56
41.14,20.0,20.0,20.0,20.0,1.0,41.14
41.14,20.0,20.0,20.0,20.0,2.0,40.88
41.14,20.0,20.0,20.0,20.0,3.0,40.56
41.14,20.0,20.0,20.0,20.0,4.0,40.56
40.88,20.0,20.0,20.0,20.0,1.0,40.88
40.88,20.0,20.0,20.0,20.0,2.0,40.56
40.88,20.0,20.0,20.0,20.0,3.0,40.56
40.88,20.0,20.0,20.0,20.0,4.0,40.36
40.56,20.0,20.0,20.0,20.0,1.0,40.56
40.56,20.0,20.0,20.0,20.0,2.0,40.56
40.56,20.0,20.0,20.0,20.0,3.0,40.36
40.56,20.0,20.0,20.0,20.0,4.0,40.23
40.56,20.0,20.0,20.0,20.0,1.0,40.56
40.56,20.0,20.0,20.0,20.0,2.0,40.36
40.56,20.0,20.0,20.0,20.0,3.0,40.23
40.56,20.0,20.0,20.0,20.0,4.0,40.2
40.36,20.0,20.0,20.0,20.0,1.0,40.36
40.36,20.0,20.0,20.0,20.0,2.0,40.23
40.36,20.0,20.0,20.0,20.0,3.0,40.2
40.36,20.0,20.0,20.0,20.0,4.0,40.01
40.23,20.0,20.0,20.0,20.0,1.0,40.23
40.23,20.0,20.0,20.0,20.0,2.0,40.2
40.23,20.0,20.0,20.0,20.0,3.0,40.01
40.23,20.0,20.0,20.0,20.0,4.0,39.91
40.2,20.0,20.0,20.0,20.0,1.0,40.2
40.2,20.0,20.0,20.0,20.0,2.0,40.01
40.2,20.0,20.0,20.0,20.0,3.0,39.91
40.2,20.0,20.0,20.0,20.0,4.0,39.91
40.01,20.0,20.0,20.0,20.0,1.0,40.01
40.01,20.0,20.0,20.0,20.0,2.0,39.91
40.01,20.0,20.0,20.0,20.0,3.0,39.91
40.01,20.0,20.0,20.0,20.0,4.0,39.65
39.91,20.0,20.0,20.0,20.0,1.0,39.91
39.91,20.0,20.0,20.0,20.0,2.0,39.91
39.91,20.0,20.0,20.0,20.0,3.0,39.65
39.91,20.0,20.0,20.0,20.0,4.0,39.59
39.91,20.0,20.0,20.0,20.0,1.0,39.91
39.91,20.0,20.0,20.0,20.0,2.0,39.65
39.91,20.0,20.0,20.0,20.0,3.0,39.59
39.91,20.0,20.0,20.0,20.0,4.0,39.59
39.65,20.0,20.0,20.0,20.0,1.0,39.65
39.65,20.0,20.0,20.0,20.0,2.0,39.59
39.65,20.0,20.0,20.0,20.0,3.0,39.59
39.65,20.0,20.0,20.0,20.0,4.0,39.59
39.59,20.0,20.0,20.0,20.0,1.0,39.59
39.59,20.0,20.0,20.0,20.0,2.0,39.59
39.59,20.0,20.0,20.0,20.0,3.0,39.59
39.59,20.0,20.0,20.0,20.0,4.0,39.3
39.59,20.0,20.0,20.0,20.0,1.0,39.59
39.59,20.0,20.0,20.0,20.0,2.0,39.59
39.59,20.0,20.0,20.0,20.0,3.0,39.3
39.59,20.0,20.0,20.0,20.0,4.0,39.27
39.59,20.0,20.0,20.0,20.0,1.0,39.59
39.59,20.0,20.0,20.0,20.0,2.0,39.3
39.59,20.0,20.0,20.0,20.0,3.0,39.27
39.59,20.0,20.0,20.0,20.0,4.0,39.27
39.3,20.0,20.0,20.0,20.0,1.0,39.3
39.3,20.0,20.0,20.0,20.0,2.0,39.27
39.3,20.0,20.0,20.0,20.0,3.0,39.27
39.3,20.0,20.0,20.0,20.0,4.0,39.24
39.27,20.0,20.0,20.0,20.0,1.0,39.27
39.27,20.0,20.0,20.0,20.0,2.0,39.27
39.27,20.0,20.0,20.0,20.0,3.0,39.24
39.27,20.0,20.0,20.0,20.0,4.0,38.98
39.27,20.0,20.0,20.0,20.0,1.0,39.27
39.27,20.0,20.0,20.0,20.0,2.0,39.24
39.27,20.0,20.0,20.0,20.0,3.0,38.98
39.27,20.0,20.0,20.0,20.0,4.0,38.95
39.24,20.0,20.0,20.0,20.0,1.0,39.24
39.24,20.0,20.0,20.0,20.0,2.0,38.98
39.24,20.0,20.0,20.0,20.0,3.0,38.95
39.24,20.0,20.0,20.0,20.0,4.0,38.95
38.98,20.0,20.0,20.0,20.0,1.0,38.98
38.98,20.0,20.0,20.0,20.0,2.0,38.95
38.98,20.0,20.0,20.0,20.0,3.0,38.95
38.98,20.0,20.0,20.0,20.0,4.0,38.62
38.95,20.0,20.0,20.0,20.0,1.0,38.95
38.95,20.0,20.0,20.0,20.0,2.0,38.95
38.95,20.0,20.0,20.0,20.0,3.0,38.62
38.95,20.0,20.0,20.0,20.0,4.0,38.62
38.95,20.0,20.0,20.0,20.0,1.0,38.95
38.95,20.0,20.0,20.0,20.0,2.0,38.62
38.95,20.0,20.0,20.0,20.0,3.0,38.62
38.95,20.0,20.0,20.0,20.0,4.0,38.43
38.62,20.0,20.0,20.0,20.0,1.0,38.62
38.62,20.0,20.0,20.0,20.0,2.0,38.62
38.62,20.0,20.0,20.0,20.0,3.0,38.43
38.62,20.0,20.0,20.0,20.0,4.0,38.3
38.62,20.0,20.0,20.0,20.0,1.0,38.62
38.62,20.0,20.0,20.0,20.0,2.0,38.43
38.62,20.0,20.0,20.0,20.0,3.0,38.3
38.62,20.0,20.0,20.0,20.0,4.0,38.3
38.43,20.0,20.0,20.0,20.0,1.0,38.43
38.43,20.0,20.0,20.0,20.0,2.0,38.3
38.43,20.0,20.0,20.0,20.0,3.0,38.3
38.43,20.0,20.0,20.0,20.0,4.0,38.01
38.3,20.0,20.0,20.0,20.0,1.0,38.3
38.3,20.0,20.0,20.0,20.0,2.0,38.3
38.3,20.0,20.0,20.0,20.0,3.0,38.01
38.3,20.0,20.0,20.0,20.0,4.0,37.98
38.3,20.0,20.0,20.0,20.0,1.0,38.3
38.3,20.0,20.0,20.0,20.0,2.0,38.01
38.3,20.0,20.0,20.0,20.0,3.0,37.98
38.3,20.0,20.0,20.0,20.0,4.0,37.95
38.01,20.0,20.0,20.0,20.0,1.0,38.01
38.01,20.0,20.0,20.0,20.0,2.0,37.98
38.01,20.0,20.0,20.0,20.0,3.0,37.95
38.01,20.0,20.0,20.0,20.0,4.0,37.95
37.98,20.0,20.0,20.0,20.0,1.0,37.98
37.98,20.0,20.0,20.0,20.0,2.0,37.95
37.98,20.0,20.0,20.0,20.0,3.0,37.95
37.98,20.0,20.0,20.0,20.0,4.0,37.88
37.95,20.0,20.0,20.0,20.0,1.0,37.95
37.95,20.0,20.0,20.0,20.0,2.0,37.95
37.95,20.0,20.0,20.0,20.0,3.0,37.88
37.95,20.0,20.0,20.0,20.0,4.0,37.69
37.95,20.0,20.0,20.0,20.0,1.0,37.95
37.95,20.0,20.0,20.0,20.0,2.0,37.88
37.95,20.0,20.0,20.0,20.0,3.0,37.69
37.95,20.0,20.0,20.0,20.0,4.0,37.69
37.88,20.0,20.0,20.0,20.0,1.0,37.88
37.88,20.0,20.0,20.0,20.0,2.0,37.69
37.88,20.0,20.0,20.0,20.0,3.0,37.69
37.88,20.0,20.0,20.0,20.0,4.0,37.66
37.69,20.0,20.0,20.0,20.0,1.0,37.69
37.69,20.0,20.0,20.0,20.0,2.0,37.69
37.69,20.0,20.0,20.0,20.0,3.0,37.66
37.69,20.0,20.0,20.0,20.0,4.0,37.66
37.69,20.0,20.0,20.0,20.0,1.0,37.69
37.69,20.0,20.0,20.0,20.0,2.0,37.66
37.69,20.0,20.0,20.0,20.0,3.0,37.66
37.69,20.0,20.0,20.0,20.0,4.0,37.66
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.66
37.66,20.0,20.0,20.0,20.0,3.0,37.66
37.66,20.0,20.0,20.0,20.0,4.0,37.66
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.66
37.66,20.0,20.0,20.0,20.0,3.0,37.66
37.66,20.0,20.0,20.0,20.0,4.0,37.01
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.66
37.66,20.0,20.0,20.0,20.0,3.0,37.01
37.66,20.0,20.0,20.0,20.0,4.0,37.33
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.01
37.66,20.0,20.0,20.0,20.0,3.0,37.33
37.66,20.0,20.0,20.0,20.0,4.0,37.33
37.01,20.0,20.0,20.0,20.0,1.0,37.01
37.01,20.0,20.0,20.0,20.0,2.0,37.33
37.01,20.0,20.0,20.0,20.0,3.0,37.33
37.01,20.0,20.0,20.0,20.0,4.0,37.33
37.33,20.0,20.0,20.0,20.0,1.0,37.33
37.33,20.0,20.0,20.0,20.0,2.0,37.33
37.33,20.0,20.0,20.0,20.0,3.0,37.33
37.33,20.0,20.0,20.0,20.0,4.0,37.33
37.33,20.0,20.0,20.0,20.0,1.0,37.33
37.33,20.0,20.0,20.0,20.0,2.0,37.33
37.33,20.0,20.0,20.0,20.0,3.0,37.33
37.33,20.0,20.0,20.0,20.0,4.0,37.21
37.33,20.0,20.0,20.0,20.0,1.0,37.33
37.33,20.0,20.0,20.0,20.0,2.0,37.33
37.33,20.0,20.0,20.0,20.0,3.0,37.21
37.33,20.0,20.0,20.0,20.0,4.0,37.27
37.33,20.0,20.0,20.0,20.0,1.0,37.33
37.33,20.0,20.0,20.0,20.0,2.0,37.21
37.33,20.0,20.0,20.0,20.0,3.0,37.27
37.33,20.0,20.0,20.0,20.0,4.0,37.24
37.21,20.0,20.0,20.0,20.0,1.0,37.21
37.21,20.0,20.0,20.0,20.0,2.0,37.27
37.21,20.0,20.0,20.0,20.0,3.0,37.24
37.21,20.0,20.0,20.0,20.0,4.0,37.11
37.27,20.0,20.0,20.0,20.0,1.0,37.27
37.27,20.0,20.0,20.0,20.0,2.0,37.24
37.27,20.0,20.0,20.0,20.0,3.0,37.11
37.27,20.0,20.0,20.0,20.0,4.0,37.01
37.24,20.0,20.0,20.0,20.0,1.0,37.24
37.24,20.0,20.0,20.0,20.0,2.0,37.11
37.24,20.0,20.0,20.0,20.0,3.0,37.01
37.24,20.0,20.0,20.0,20.0,4.0,37.01
37.11,20.0,20.0,20.0,20.0,1.0,37.11
37.11,20.0,20.0,20.0,20.0,2.0,37.01
37.11,20.0,20.0,20.0,20.0,3.0,37.01
37.11,20.0,20.0,20.0,20.0,4.0,37.01
37.01,20.0,20.0,20.0,20.0,1.0,37.01
37.01,20.0,20.0,20.0,20.0,2.0,37.01
37.01,20.0,20.0,20.0,20.0,3.0,37.01
37.01,20.0,20.0,20.0,20.0,4.0,36.95
37.01,20.0,20.0,20.0,20.0,1.0,37.01
37.01,20.0,20.0,20.0,20.0,2.0,37.01
37.01,20.0,20.0,20.0,20.0,3.0,36.95
37.01,20.0,20.0,20.0,20.0,4.0,36.88
37.01,20.0,20.0,20.0,20.0,1.0,37.01
37.01,20.0,20.0,20.0,20.0,2.0,36.95
37.01,20.0,20.0,20.0,20.0,3.0,36.88
37.01,20.0,20.0,20.0,20.0,4.0,36.72
36.95,20.0,20.0,20.0,20.0,1.0,36.95
36.95,20.0,20.0,20.0,20.0,2.0,36.88
36.95,20.0,20.0,20.0,20.0,3.0,36.72
36.95,20.0,20.0,20.0,20.0,4.0,36.79
36.88,20.0,20.0,20.0,20.0,1.0,36.88
36.88,20.0,20.0,20.0,20.0,2.0,36.72
36.88,20.0,20.0,20.0,20.0,3.0,36.79
36.88,20.0,20.0,20.0,20.0,4.0,36.69
36.72,20.0,20.0,20.0,20.0,1.0,36.72
36.72,20.0,20.0,20.0,20.0,2.0,36.79
36.72,20.0,20.0,20.0,20.0,3.0,36.69
36.72,20.0,20.0,20.0,20.0,4.0,36.69
36.79,20.0,20.0,20.0,20.0,1.0,36.79
36.79,20.0,20.0,20.0,20.0,2.0,36.69
36.79,20.0,20.0,20.0,20.0,3.0,36.69
36.79,20.0,20.0,20.0,20.0,4.0,36.69
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.69
36.69,20.0,20.0,20.0,20.0,3.0,36.69
36.69,20.0,20.0,20.0,20.0,4.0,36.69
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.69
36.69,20.0,20.0,20.0,20.0,3.0,36.69
36.69,20.0,20.0,20.0,20.0,4.0,36.66
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.69
36.69,20.0,20.0,20.0,20.0,3.0,36.66
36.69,20.0,20.0,20.0,20.0,4.0,36.69
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.66
36.69,20.0,20.0,20.0,20.0,3.0,36.69
36.69,20.0,20.0,20.0,20.0,4.0,36.43
36.66,20.0,20.0,20.0,20.0,1.0,36.66
36.66,20.0,20.0,20.0,20.0,2.0,36.69
36.66,20.0,20.0,20.0,20.0,3.0,36.43
36.66,20.0,20.0,20.0,20.0,4.0,36.37
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.43
36.69,20.0,20.0,20.0,20.0,3.0,36.37
36.69,20.0,20.0,20.0,20.0,4.0,36.37
36.43,20.0,20.0,20.0,20.0,1.0,36.43
36.43,20.0,20.0,20.0,20.0,2.0,36.37
36.43,20.0,20.0,20.0,20.0,3.0,36.37
36.43,20.0,20.0,20.0,20.0,4.0,36.4
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.37
36.37,20.0,20.0,20.0,20.0,3.0,36.4
36.37,20.0,20.0,20.0,20.0,4.0,36.37
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.4
36.37,20.0,20.0,20.0,20.0,3.0,36.37
36.37,20.0,20.0,20.0,20.0,4.0,36.37
36.4,20.0,20.0,20.0,20.0,1.0,36.4
36.4,20.0,20.0,20.0,20.0,2.0,36.37
36.4,20.0,20.0,20.0,20.0,3.0,36.37
36.4,20.0,20.0,20.0,20.0,4.0,36.37
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.37
36.37,20.0,20.0,20.0,20.0,3.0,36.37
36.37,20.0,20.0,20.0,20.0,4.0,36.37
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.37
36.37,20.0,20.0,20.0,20.0,3.0,36.37
36.37,20.0,20.0,20.0,20.0,4.0,36.33
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.37
36.37,20.0,20.0,20.0,20.0,3.0,36.33
36.37,20.0,20.0,20.0,20.0,4.0,36.27
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.33
36.37,20.0,20.0,20.0,20.0,3.0,36.27
36.37,20.0,20.0,20.0,20.0,4.0,36.17
36.33,20.0,20.0,20.0,20.0,1.0,36.33
36.33,20.0,20.0,20.0,20.0,2.0,36.27
36.33,20.0,20.0,20.0,20.0,3.0,36.17
36.33,20.0,20.0,20.0,20.0,4.0,36.04
36.27,20.0,20.0,20.0,20.0,1.0,36.27
36.27,20.0,20.0,20.0,20.0,2.0,36.17
36.27,20.0,20.0,20.0,20.0,3.0,36.04
36.27,20.0,20.0,20.0,20.0,4.0,36.08
36.17,20.0,20.0,20.0,20.0,1.0,36.17
36.17,20.0,20.0,20.0,20.0,2.0,36.04
36.17,20.0,20.0,20.0,20.0,3.0,36.08
36.17,20.0,20.0,20.0,20.0,4.0,36.08
36.04,20.0,20.0,20.0,20.0,1.0,36.04
36.04,20.0,20.0,20.0,20.0,2.0,36.08
36.04,20.0,20.0,20.0,20.0,3.0,36.08
36.04,20.0,20.0,20.0,20.0,4.0,36.04
36.08,20.0,20.0,20.0,20.0,1.0,36.08
36.08,20.0,20.0,20.0,20.0,2.0,36.08
36.08,20.0,20.0,20.0,20.0,3.0,36.04
36.08,20.0,20.0,20.0,20.0,4.0,36.04
36.08,20.0,20.0,20.0,10.0,1.0,36.08
36.08,20.0,20.0,20.0,10.0,2.0,36.04
36.08,20.0,20.0,20.0,10.0,3.0,36.04
36.08,20.0,20.0,20.0,10.0,4.0,36.04
36.04,20.0,20.0,10.0,10.0,1.0,36.04
36.04,20.0,20.0,10.0,10.0,2.0,36.04
36.04,20.0,20.0,10.0,10.0,3.0,36.04
36.04,20.0,20.0,10.0,10.0,4.0,36.04
36.04,20.0,10.0,10.0,10.0,1.0,36.04
36.04,20.0,10.0,10.0,10.0,2.0,36.04
36.04,20.0,10.0,10.0,10.0,3.0,36.04
36.04,20.0,10.0,10.0,10.0,4.0,36.04
36.04,10.0,10.0,10.0,10.0,1.0,36.04
36.04,10.0,10.0,10.0,10.0,2.0,36.04
36.04,10.0,10.0,10.0,10.0,3.0,36.04
36.04,10.0,10.0,10.0,10.0,4.0,35.92
36.04,10.0,10.0,10.0,10.0,1.0,36.04
36.04,10.0,10.0,10.0,10.0,2.0,36.04
36.04,10.0,10.0,10.0,10.0,3.0,35.92
36.04,10.0,10.0,10.0,10.0,4.0,35.79
36.04,10.0,10.0,10.0,10.0,1.0,36.04
36.04,10.0,10.0,10.0,10.0,2.0,35.92
36.04,10.0,10.0,10.0,10.0,3.0,35.79
36.04,10.0,10.0,10.0,10.0,4.0,35.72
35.92,10.0,10.0,10.0,10.0,1.0,35.92
35.92,10.0,10.0,10.0,10.0,2.0,35.79
35.92,10.0,10.0,10.0,10.0,3.0,35.72
35.92,10.0,10.0,10.0,10.0,4.0,35.72
35.79,10.0,10.0,10.0,10.0,1.0,35.79
35.79,10.0,10.0,10.0,10.0,2.0,35.72
35.79,10.0,10.0,10.0,10.0,3.0,35.72
35.79,10.0,10.0,10.0,10.0,4.0,35.4
35.72,10.0,10.0,10.0,10.0,1.0,35.72
35.72,10.0,10.0,10.0,10.0,2.0,35.72
35.72,10.0,10.0,10.0,10.0,3.0,35.4
35.72,10.0,10.0,10.0,10.0,4.0,35.4
35.72,10.0,10.0,10.0,10.0,1.0,35.72
35.72,10.0,10.0,10.0,10.0,2.0,35.4
35.72,10.0,10.0,10.0,10.0,3.0,35.4
35.72,10.0,10.0,10.0,10.0,4.0,35.11
35.4,10.0,10.0,10.0,10.0,1.0,35.4
35.4,10.0,10.0,10.0,10.0,2.0,35.4
35.4,10.0,10.0,10.0,10.0,3.0,35.11
35.4,10.0,10.0,10.0,10.0,4.0,35.08
35.4,10.0,10.0,10.0,10.0,1.0,35.4
35.4,10.0,10.0,10.0,10.0,2.0,35.11
35.4,10.0,10.0,10.0,10.0,3.0,35.08
35.4,10.0,10.0,10.0,10.0,4.0,34.92
35.11,10.0,10.0,10.0,10.0,1.0,35.11
35.11,10.0,10.0,10.0,10.0,2.0,35.08
35.11,10.0,10.0,10.0,10.0,3.0,34.92
35.11,10.0,10.0,10.0,10.0,4.0,34.76
35.08,10.0,10.0,10.0,10.0,1.0,35.08
35.08,10.0,10.0,10.0,10.0,2.0,34.92
35.08,10.0,10.0,10.0,10.0,3.0,34.76
35.08,10.0,10.0,10.0,10.0,4.0,34.59
34.92,10.0,10.0,10.0,10.0,1.0,34.92
34.92,10.0,10.0,10.0,10.0,2.0,34.76
34.92,10.0,10.0,10.0,10.0,3.0,34.59
34.92,10.0,10.0,10.0,10.0,4.0,34.43
34.76,10.0,10.0,10.0,10.0,1.0,34.76
34.76,10.0,10.0,10.0,10.0,2.0,34.59
34.76,10.0,10.0,10.0,10.0,3.0,34.43
34.76,10.0,10.0,10.0,10.0,4.0,34.14
34.59,10.0,10.0,10.0,10.0,1.0,34.59
34.59,10.0,10.0,10.0,10.0,2.0,34.43
34.59,10.0,10.0,10.0,10.0,3.0,34.14
34.59,10.0,10.0,10.0,10.0,4.0,34.11
34.43,10.0,10.0,10.0,10.0,1.0,34.43
34.43,10.0,10.0,10.0,10.0,2.0,34.14
34.43,10.0,10.0,10.0,10.0,3.0,34.11
34.43,10.0,10.0,10.0,10.0,4.0,33.89
34.14,10.0,10.0,10.0,10.0,1.0,34.14
34.14,10.0,10.0,10.0,10.0,2.0,34.11
34.14,10.0,10.0,10.0,10.0,3.0,33.89
34.14,10.0,10.0,10.0,10.0,4.0,33.56
34.11,10.0,10.0,10.0,10.0,1.0,34.11
34.11,10.0,10.0,10.0,10.0,2.0,33.89
34.11,10.0,10.0,10.0,10.0,3.0,33.56
34.11,10.0,10.0,10.0,10.0,4.0,33.43
33.89,10.0,10.0,10.0,10.0,1.0,33.89
33.89,10.0,10.0,10.0,10.0,2.0,33.56
33.89,10.0,10.0,10.0,10.0,3.0,33.43
33.89,10.0,10.0,10.0,10.0,4.0,33.14
33.56,10.0,10.0,10.0,10.0,1.0,33.56
33.56,10.0,10.0,10.0,10.0,2.0,33.43
33.56,10.0,10.0,10.0,10.0,3.0,33.14
33.56,10.0,10.0,10.0,10.0,4.0,32.82
33.43,10.0,10.0,10.0,10.0,1.0,33.43
33.43,10.0,10.0,10.0,10.0,2.0,33.14
33.43,10.0,10.0,10.0,10.0,3.0,32.82
33.43,10.0,10.0,10.0,10.0,4.0,32.82
33.14,10.0,10.0,10.0,10.0,1.0,33.14
33.14,10.0,10.0,10.0,10.0,2.0,32.82
33.14,10.0,10.0,10.0,10.0,3.0,32.82
33.14,10.0,10.0,10.0,10.0,4.0,32.5
32.82,10.0,10.0,10.0,10.0,1.0,32.82
32.82,10.0,10.0,10.0,10.0,2.0,32.82
32.82,10.0,10.0,10.0,10.0,3.0,32.5
32.82,10.0,10.0,10.0,10.0,4.0,32.5
32.82,10.0,10.0,10.0,10.0,1.0,32.82
32.82,10.0,10.0,10.0,10.0,2.0,32.5
32.82,10.0,10.0,10.0,10.0,3.0,32.5
32.82,10.0,10.0,10.0,10.0,4.0,32.18
32.5,10.0,10.0,10.0,10.0,1.0,32.5
32.5,10.0,10.0,10.0,10.0,2.0,32.5
32.5,10.0,10.0,10.0,10.0,3.0,32.18
32.5,10.0,10.0,10.0,10.0,4.0,32.18
32.5,10.0,10.0,10.0,10.0,1.0,32.5
32.5,10.0,10.0,10.0,10.0,2.0,32.18
32.5,10.0,10.0,10.0,10.0,3.0,32.18
32.5,10.0,10.0,10.0,10.0,4.0,32.15
32.18,10.0,10.0,10.0,10.0,1.0,32.18
32.18,10.0,10.0,10.0,10.0,2.0,32.18
32.18,10.0,10.0,10.0,10.0,3.0,32.15
32.18,10.0,10.0,10.0,10.0,4.0,31.86
32.18,10.0,10.0,10.0,10.0,1.0,32.18
32.18,10.0,10.0,10.0,10.0,2.0,32.15
32.18,10.0,10.0,10.0,10.0,3.0,31.86
32.18,10.0,10.0,10.0,10.0,4.0,31.86
32.15,10.0,10.0,10.0,10.0,1.0,32.15
32.15,10.0,10.0,10.0,10.0,2.0,31.86
32.15,10.0,10.0,10.0,10.0,3.0,31.86
32.15,10.0,10.0,10.0,10.0,4.0,31.86
31.86,10.0,10.0,10.0,10.0,1.0,31.86
31.86,10.0,10.0,10.0,10.0,2.0,31.86
31.86,10.0,10.0,10.0,10.0,3.0,31.86
31.86,10.0,10.0,10.0,10.0,4.0,31.66
31.86,10.0,10.0,10.0,10.0,1.0,31.86
31.86,10.0,10.0,10.0,10.0,2.0,31.86
31.86,10.0,10.0,10.0,10.0,3.0,31.66
31.86,10.0,10.0,10.0,10.0,4.0,31.53
31.86,10.0,10.0,10.0,10.0,1.0,31.86
31.86,10.0,10.0,10.0,10.0,2.0,31.66
31.86,10.0,10.0,10.0,10.0,3.0,31.53
31.86,10.0,10.0,10.0,10.0,4.0,31.53
31.66,10.0,10.0,10.0,10.0,1.0,31.66
31.66,10.0,10.0,10.0,10.0,2.0,31.53
31.66,10.0,10.0,10.0,10.0,3.0,31.53
31.66,10.0,10.0,10.0,10.0,4.0,31.4
31.53,10.0,10.0,10.0,10.0,1.0,31.53
31.53,10.0,10.0,10.0,10.0,2.0,31.53
31.53,10.0,10.0,10.0,10.0,3.0,31.4
31.53,10.0,10.0,10.0,10.0,4.0,31.21
31.53,10.0,10.0,10.0,10.0,1.0,31.53
31.53,10.0,10.0,10.0,10.0,2.0,31.4
31.53,10.0,10.0,10.0,10.0,3.0,31.21
31.53,10.0,10.0,10.0,10.0,4.0,31.21
31.4,10.0,10.0,10.0,10.0,1.0,31.4
31.4,10.0,10.0,10.0,10.0,2.0,31.21
31.4,10.0,10.0,10.0,10.0,3.0,31.21
31.4,10.0,10.0,10.0,10.0,4.0,31.21
31.21,10.0,10.0,10.0,10.0,1.0,31.21
31.21,10.0,10.0,10.0,10.0,2.0,31.21
31.21,10.0,10.0,10.0,10.0,3.0,31.21
31.21,10.0,10.0,10.0,10.0,4.0,31.18
31.21,10.0,10.0,10.0,10.0,1.0,31.21
31.21,10.0,10.0,10.0,10.0,2.0,31.21
31.21,10.0,10.0,10.0,10.0,3.0,31.18
31.21,10.0,10.0,10.0,10.0,4.0,30.89
31.21,10.0,10.0,10.0,10.0,1.0,31.21
31.21,10.0,10.0,10.0,10.0,2.0,31.18
31.21,10.0,10.0,10.0,10.0,3.0,30.89
31.21,10.0,10.0,10.0,10.0,4.0,30.89
31.18,10.0,10.0,10.0,10.0,1.0,31.18
31.18,10.0,10.0,10.0,10.0,2.0,30.89
31.18,10.0,10.0,10.0,10.0,3.0,30.89
31.18,10.0,10.0,10.0,10.0,4.0,30.82
30.89,10.0,10.0,10.0,10.0,1.0,30.89
30.89,10.0,10.0,10.0,10.0,2.0,30.89
30.89,10.0,10.0,10.0,10.0,3.0,30.82
30.89,10.0,10.0,10.0,10.0,4.0,30.57
30.89,10.0,10.0,10.0,10.0,1.0,30.89
30.89,10.0,10.0,10.0,10.0,2.0,30.82
30.89,10.0,10.0,10.0,10.0,3.0,30.57
30.89,10.0,10.0,10.0,10.0,4.0,30.57
30.82,10.0,10.0,10.0,10.0,1.0,30.82
30.82,10.0,10.0,10.0,10.0,2.0,30.57
30.82,10.0,10.0,10.0,10.0,3.0,30.57
30.82,10.0,10.0,10.0,10.0,4.0,30.57
30.57,10.0,10.0,10.0,10.0,1.0,30.57
30.57,10.0,10.0,10.0,10.0,2.0,30.57
30.57,10.0,10.0,10.0,10.0,3.0,30.57
30.57,10.0,10.0,10.0,10.0,4.0,30.57
30.57,10.0,10.0,10.0,10.0,1.0,30.57
30.57,10.0,10.0,10.0,10.0,2.0,30.57
