X0,U1,U2,U3,U4,T,Y
45.07,30.0,30.0,30.0,30.0,3.0,45.07
45.07,30.0,30.0,30.0,30.0,4.0,44.91
45.07,30.0,30.0,30.0,30.0,1.0,45.07
45.07,30.0,30.0,30.0,30.0,2.0,45.07
45.07,30.0,30.0,30.0,30.0,3.0,44.91
45.07,30.0,30.0,30.0,30.0,4.0,44.75
45.07,30.0,30.0,30.0,30.0,1.0,45.07
45.07,30.0,30.0,30.0,30.0,2.0,44.91
45.07,30.0,30.0,30.0,30.0,3.0,44.75
45.07,30.0,30.0,30.0,30.0,4.0,44.75
44.91,30.0,30.0,30.0,30.0,1.0,44.91
44.91,30.0,30.0,30.0,30.0,2.0,44.75
44.91,30.0,30.0,30.0,30.0,3.0,44.75
44.91,30.0,30.0,30.0,30.0,4.0,44.75
44.75,30.0,30.0,30.0,30.0,1.0,44.75
44.75,30.0,30.0,30.0,30.0,2.0,44.75
44.75,30.0,30.0,30.0,30.0,3.0,44.75
44.75,30.0,30.0,30.0,30.0,4.0,44.68
44.75,30.0,30.0,30.0,30.0,1.0,44.75
44.75,30.0,30.0,30.0,30.0,2.0,44.75
44.75,30.0,30.0,30.0,30.0,3.0,44.68
44.75,30.0,30.0,30.0,30.0,4.0,44.49
44.75,30.0,30.0,30.0,30.0,1.0,44.75
44.75,30.0,30.0,30.0,30.0,2.0,44.68
44.75,30.0,30.0,30.0,30.0,3.0,44.49
44.75,30.0,30.0,30.0,30.0,4.0,44.42
44.68,30.0,30.0,30.0,30.0,1.0,44.68
44.68,30.0,30.0,30.0,30.0,2.0,44.49
44.68,30.0,30.0,30.0,30.0,3.0,44.42
44.68,30.0,30.0,30.0,30.0,4.0,44.42
44.49,30.0,30.0,30.0,30.0,1.0,44.49
44.49,30.0,30.0,30.0,30.0,2.0,44.42
44.49,30.0,30.0,30.0,30.0,3.0,44.42
44.49,30.0,30.0,30.0,30.0,4.0,44.42
44.42,30.0,30.0,30.0,30.0,1.0,44.42
44.42,30.0,30.0,30.0,30.0,2.0,44.42
44.42,30.0,30.0,30.0,30.0,3.0,44.42
44.42,30.0,30.0,30.0,30.0,4.0,44.42
44.42,30.0,30.0,30.0,30.0,1.0,44.42
44.42,30.0,30.0,30.0,30.0,2.0,44.42
44.42,30.0,30.0,30.0,30.0,3.0,44.42
44.42,30.0,30.0,30.0,30.0,4.0,44.23
44.42,30.0,30.0,30.0,30.0,1.0,44.42
44.42,30.0,30.0,30.0,30.0,2.0,44.42
44.42,30.0,30.0,30.0,30.0,3.0,44.23
44.42,30.0,30.0,30.0,30.0,4.0,44.23
44.42,30.0,30.0,30.0,30.0,1.0,44.42
44.42,30.0,30.0,30.0,30.0,2.0,44.23
44.42,30.0,30.0,30.0,30.0,3.0,44.23
44.42,30.0,30.0,30.0,30.0,4.0,44.1
44.23,30.0,30.0,30.0,30.0,1.0,44.23
44.23,30.0,30.0,30.0,30.0,2.0,44.23
44.23,30.0,30.0,30.0,30.0,3.0,44.1
44.23,30.0,30.0,30.0,30.0,4.0,44.1
44.23,30.0,30.0,30.0,30.0,1.0,44.23
44.23,30.0,30.0,30.0,30.0,2.0,44.1
44.23,30.0,30.0,30.0,30.0,3.0,44.1
44.23,30.0,30.0,30.0,30.0,4.0,44.1
44.1,30.0,30.0,30.0,30.0,1.0,44.1
44.1,30.0,30.0,30.0,30.0,2.0,44.1
44.1,30.0,30.0,30.0,30.0,3.0,44.1
44.1,30.0,30.0,30.0,30.0,4.0,44.1
44.1,30.0,30.0,30.0,30.0,1.0,44.1
44.1,30.0,30.0,30.0,30.0,2.0,44.1
44.1,30.0,30.0,30.0,30.0,3.0,44.1
44.1,30.0,30.0,30.0,30.0,4.0,44.1
44.1,30.0,30.0,30.0,30.0,1.0,44.1
44.1,30.0,30.0,30.0,30.0,2.0,44.1
44.1,30.0,30.0,30.0,30.0,3.0,44.1
44.1,30.0,30.0,30.0,30.0,4.0,44.0
44.1,30.0,30.0,30.0,30.0,1.0,44.1
44.1,30.0,30.0,30.0,30.0,2.0,44.1
44.1,30.0,30.0,30.0,30.0,3.0,44.0
44.1,30.0,30.0,30.0,30.0,4.0,43.84
44.1,30.0,30.0,30.0,30.0,1.0,44.1
44.1,30.0,30.0,30.0,30.0,2.0,44.0
44.1,30.0,30.0,30.0,30.0,3.0,43.84
44.1,30.0,30.0,30.0,30.0,4.0,43.84
44.0,30.0,30.0,30.0,30.0,1.0,44.0
44.0,30.0,30.0,30.0,30.0,2.0,43.84
44.0,30.0,30.0,30.0,30.0,3.0,43.84
44.0,30.0,30.0,30.0,30.0,4.0,43.78
43.84,30.0,30.0,30.0,30.0,1.0,43.84
43.84,30.0,30.0,30.0,30.0,2.0,43.84
43.84,30.0,30.0,30.0,30.0,3.0,43.78
43.84,30.0,30.0,30.0,30.0,4.0,43.78
43.84,30.0,30.0,30.0,30.0,1.0,43.84
43.84,30.0,30.0,30.0,30.0,2.0,43.78
43.84,30.0,30.0,30.0,30.0,3.0,43.78
43.84,30.0,30.0,30.0,30.0,4.0,43.78
43.78,30.0,30.0,30.0,30.0,1.0,43.78
43.78,30.0,30.0,30.0,30.0,2.0,43.78
43.78,30.0,30.0,30.0,30.0,3.0,43.78
43.78,30.0,30.0,30.0,30.0,4.0,43.75
43.78,30.0,30.0,30.0,30.0,1.0,43.78
43.78,30.0,30.0,30.0,30.0,2.0,43.78
43.78,30.0,30.0,30.0,30.0,3.0,43.75
43.78,30.0,30.0,30.0,30.0,4.0,43.75
43.78,30.0,30.0,30.0,30.0,1.0,43.78
43.78,30.0,30.0,30.0,30.0,2.0,43.75
43.78,30.0,30.0,30.0,30.0,3.0,43.75
43.78,30.0,30.0,30.0,30.0,4.0,43.71
43.75,30.0,30.0,30.0,30.0,1.0,43.75
43.75,30.0,30.0,30.0,30.0,2.0,43.75
43.75,30.0,30.0,30.0,30.0,3.0,43.71
43.75,30.0,30.0,30.0,30.0,4.0,43.75
43.75,30.0,30.0,30.0,30.0,1.0,43.75
43.75,30.0,30.0,30.0,30.0,2.0,43.71
43.75,30.0,30.0,30.0,30.0,3.0,43.75
43.75,30.0,30.0,30.0,30.0,4.0,43.65
43.71,30.0,30.0,30.0,30.0,1.0,43.71
43.71,30.0,30.0,30.0,30.0,2.0,43.75
43.71,30.0,30.0,30.0,30.0,3.0,43.65
43.71,30.0,30.0,30.0,30.0,4.0,43.55
43.75,30.0,30.0,30.0,30.0,1.0,43.75
43.75,30.0,30.0,30.0,30.0,2.0,43.65
43.75,30.0,30.0,30.0,30.0,3.0,43.55
43.75,30.0,30.0,30.0,30.0,4.0,43.62
43.65,30.0,30.0,30.0,30.0,1.0,43.65
43.65,30.0,30.0,30.0,30.0,2.0,43.55
43.65,30.0,30.0,30.0,30.0,3.0,43.62
43.65,30.0,30.0,30.0,30.0,4.0,43.52
43.55,30.0,30.0,30.0,30.0,1.0,43.55
43.55,30.0,30.0,30.0,30.0,2.0,43.62
43.55,30.0,30.0,30.0,30.0,3.0,43.52
43.55,30.0,30.0,30.0,30.0,4.0,43.46
43.62,30.0,30.0,30.0,30.0,1.0,43.62
43.62,30.0,30.0,30.0,30.0,2.0,43.52
43.62,30.0,30.0,30.0,30.0,3.0,43.46
43.62,30.0,30.0,30.0,30.0,4.0,43.46
43.52,30.0,30.0,30.0,30.0,1.0,43.52
43.52,30.0,30.0,30.0,30.0,2.0,43.46
43.52,30.0,30.0,30.0,30.0,3.0,43.46
43.52,30.0,30.0,30.0,30.0,4.0,43.46
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.46
43.46,30.0,30.0,30.0,30.0,3.0,43.46
43.46,30.0,30.0,30.0,30.0,4.0,43.46
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.46
43.46,30.0,30.0,30.0,30.0,3.0,43.46
43.46,30.0,30.0,30.0,30.0,4.0,43.46
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.46
43.46,30.0,30.0,30.0,30.0,3.0,43.46
43.46,30.0,30.0,30.0,30.0,4.0,43.46
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.46
43.46,30.0,30.0,30.0,30.0,3.0,43.46
43.46,30.0,30.0,30.0,30.0,4.0,43.46
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.46
43.46,30.0,30.0,30.0,30.0,3.0,43.46
43.46,30.0,30.0,30.0,30.0,4.0,43.42
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.46
43.46,30.0,30.0,30.0,30.0,3.0,43.42
43.46,30.0,30.0,30.0,30.0,4.0,43.42
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.42
43.46,30.0,30.0,30.0,30.0,3.0,43.42
43.46,30.0,30.0,30.0,30.0,4.0,43.46
43.42,30.0,30.0,30.0,30.0,1.0,43.42
43.42,30.0,30.0,30.0,30.0,2.0,43.42
43.42,30.0,30.0,30.0,30.0,3.0,43.46
43.42,30.0,30.0,30.0,30.0,4.0,43.42
43.42,30.0,30.0,30.0,30.0,1.0,43.42
43.42,30.0,30.0,30.0,30.0,2.0,43.46
43.42,30.0,30.0,30.0,30.0,3.0,43.42
43.42,30.0,30.0,30.0,30.0,4.0,43.33
43.46,30.0,30.0,30.0,30.0,1.0,43.46
43.46,30.0,30.0,30.0,30.0,2.0,43.42
43.46,30.0,30.0,30.0,30.0,3.0,43.33
43.46,30.0,30.0,30.0,30.0,4.0,43.26
43.42,30.0,30.0,30.0,30.0,1.0,43.42
43.42,30.0,30.0,30.0,30.0,2.0,43.33
43.42,30.0,30.0,30.0,30.0,3.0,43.26
43.42,30.0,30.0,30.0,30.0,4.0,43.2
43.33,30.0,30.0,30.0,30.0,1.0,43.33
43.33,30.0,30.0,30.0,30.0,2.0,43.26
43.33,30.0,30.0,30.0,30.0,3.0,43.2
43.33,30.0,30.0,30.0,30.0,4.0,43.23
43.26,30.0,30.0,30.0,30.0,1.0,43.26
43.26,30.0,30.0,30.0,30.0,2.0,43.2
43.26,30.0,30.0,30.0,30.0,3.0,43.23
43.26,30.0,30.0,30.0,30.0,4.0,43.17
43.2,30.0,30.0,30.0,30.0,1.0,43.2
43.2,30.0,30.0,30.0,30.0,2.0,43.23
43.2,30.0,30.0,30.0,30.0,3.0,43.17
43.2,30.0,30.0,30.0,30.0,4.0,43.13
43.23,30.0,30.0,30.0,30.0,1.0,43.23
43.23,30.0,30.0,30.0,30.0,2.0,43.17
43.23,30.0,30.0,30.0,30.0,3.0,43.13
43.23,30.0,30.0,30.0,30.0,4.0,43.13
43.17,30.0,30.0,30.0,30.0,1.0,43.17
43.17,30.0,30.0,30.0,30.0,2.0,43.13
43.17,30.0,30.0,30.0,30.0,3.0,43.13
43.17,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.13
43.13,30.0,30.0,30.0,30.0,4.0,43.1
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.13
43.13,30.0,30.0,30.0,30.0,3.0,43.1
43.13,30.0,30.0,30.0,30.0,4.0,43.1
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.1
43.13,30.0,30.0,30.0,30.0,3.0,43.1
43.13,30.0,30.0,30.0,30.0,4.0,43.13
43.1,30.0,30.0,30.0,30.0,1.0,43.1
43.1,30.0,30.0,30.0,30.0,2.0,43.1
43.1,30.0,30.0,30.0,30.0,3.0,43.13
43.1,30.0,30.0,30.0,30.0,4.0,43.1
43.1,30.0,30.0,30.0,30.0,1.0,43.1
43.1,30.0,30.0,30.0,30.0,2.0,43.13
43.1,30.0,30.0,30.0,30.0,3.0,43.1
43.1,30.0,30.0,30.0,30.0,4.0,43.04
43.13,30.0,30.0,30.0,30.0,1.0,43.13
43.13,30.0,30.0,30.0,30.0,2.0,43.1
43.13,30.0,30.0,30.0,30.0,3.0,43.04
43.13,30.0,30.0,30.0,30.0,4.0,43.01
43.1,30.0,30.0,30.0,30.0,1.0,43.1
43.1,30.0,30.0,30.0,30.0,2.0,43.04
43.1,30.0,30.0,30.0,30.0,3.0,43.01
43.1,30.0,30.0,30.0,30.0,4.0,43.01
43.04,30.0,30.0,30.0,30.0,1.0,43.04
43.04,30.0,30.0,30.0,30.0,2.0,43.01
43.04,30.0,30.0,30.0,30.0,3.0,43.01
43.04,30.0,30.0,30.0,30.0,4.0,42.88
43.01,30.0,30.0,30.0,30.0,1.0,43.01
43.01,30.0,30.0,30.0,30.0,2.0,43.01
43.01,30.0,30.0,30.0,30.0,3.0,42.88
43.01,30.0,30.0,30.0,30.0,4.0,42.81
43.01,30.0,30.0,30.0,30.0,1.0,43.01
43.01,30.0,30.0,30.0,30.0,2.0,42.88
43.01,30.0,30.0,30.0,30.0,3.0,42.81
43.01,30.0,30.0,30.0,30.0,4.0,42.81
42.88,30.0,30.0,30.0,30.0,1.0,42.88
42.88,30.0,30.0,30.0,30.0,2.0,42.81
42.88,30.0,30.0,30.0,30.0,3.0,42.81
42.88,30.0,30.0,30.0,30.0,4.0,42.88
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.88
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.88
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.84
42.88,30.0,30.0,30.0,30.0,1.0,42.88
42.88,30.0,30.0,30.0,30.0,2.0,42.81
42.88,30.0,30.0,30.0,30.0,3.0,42.84
42.88,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.84
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.84,30.0,30.0,30.0,30.0,1.0,42.84
42.84,30.0,30.0,30.0,30.0,2.0,42.81
42.84,30.0,30.0,30.0,30.0,3.0,42.81
42.84,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,30.0,1.0,42.81
42.81,30.0,30.0,30.0,30.0,2.0,42.81
42.81,30.0,30.0,30.0,30.0,3.0,42.81
42.81,30.0,30.0,30.0,30.0,4.0,42.81
42.81,30.0,30.0,30.0,60.0,1.0,42.81
42.81,30.0,30.0,30.0,60.0,2.0,42.81
42.81,30.0,30.0,30.0,60.0,3.0,42.81
42.81,30.0,30.0,30.0,60.0,4.0,42.81
42.81,30.0,30.0,60.0,60.0,1.0,42.81
42.81,30.0,30.0,60.0,60.0,2.0,42.81
42.81,30.0,30.0,60.0,60.0,3.0,42.81
42.81,30.0,30.0,60.0,60.0,4.0,42.78
42.81,30.0,60.0,60.0,60.0,1.0,42.81
42.81,30.0,60.0,60.0,60.0,2.0,42.81
42.81,30.0,60.0,60.0,60.0,3.0,42.78
42.81,30.0,60.0,60.0,60.0,4.0,42.81
42.81,60.0,60.0,60.0,60.0,1.0,42.81
42.81,60.0,60.0,60.0,60.0,2.0,42.78
42.81,60.0,60.0,60.0,60.0,3.0,42.81
42.81,60.0,60.0,60.0,60.0,4.0,42.94
42.78,60.0,60.0,60.0,60.0,1.0,42.78
42.78,60.0,60.0,60.0,60.0,2.0,42.81
42.78,60.0,60.0,60.0,60.0,3.0,42.94
42.78,60.0,60.0,60.0,60.0,4.0,43.13
42.81,60.0,60.0,60.0,60.0,1.0,42.81
42.81,60.0,60.0,60.0,60.0,2.0,42.94
42.81,60.0,60.0,60.0,60.0,3.0,43.13
42.81,60.0,60.0,60.0,60.0,4.0,43.46
42.94,60.0,60.0,60.0,60.0,1.0,42.94
42.94,60.0,60.0,60.0,60.0,2.0,43.13
42.94,60.0,60.0,60.0,60.0,3.0,43.46
42.94,60.0,60.0,60.0,60.0,4.0,43.78
43.13,60.0,60.0,60.0,60.0,1.0,43.13
43.13,60.0,60.0,60.0,60.0,2.0,43.46
43.13,60.0,60.0,60.0,60.0,3.0,43.78
43.13,60.0,60.0,60.0,60.0,4.0,44.1
43.46,60.0,60.0,60.0,60.0,1.0,43.46
43.46,60.0,60.0,60.0,60.0,2.0,43.78
43.46,60.0,60.0,60.0,60.0,3.0,44.1
43.46,60.0,60.0,60.0,60.0,4.0,44.75
43.78,60.0,60.0,60.0,60.0,1.0,43.78
43.78,60.0,60.0,60.0,60.0,2.0,44.1
43.78,60.0,60.0,60.0,60.0,3.0,44.75
43.78,60.0,60.0,60.0,60.0,4.0,45.07
44.1,60.0,60.0,60.0,60.0,1.0,44.1
44.1,60.0,60.0,60.0,60.0,2.0,44.75
44.1,60.0,60.0,60.0,60.0,3.0,45.07
44.1,60.0,60.0,60.0,60.0,4.0,45.39
44.75,60.0,60.0,60.0,60.0,1.0,44.75
44.75,60.0,60.0,60.0,60.0,2.0,45.07
44.75,60.0,60.0,60.0,60.0,3.0,45.39
44.75,60.0,60.0,60.0,60.0,4.0,46.04
45.07,60.0,60.0,60.0,60.0,1.0,45.07
45.07,60.0,60.0,60.0,60.0,2.0,45.39
45.07,60.0,60.0,60.0,60.0,3.0,46.04
45.07,60.0,60.0,60.0,60.0,4.0,46.36
45.39,60.0,60.0,60.0,60.0,1.0,45.39
45.39,60.0,60.0,60.0,60.0,2.0,46.04
45.39,60.0,60.0,60.0,60.0,3.0,46.36
45.39,60.0,60.0,60.0,60.0,4.0,46.78
46.04,60.0,60.0,60.0,60.0,1.0,46.04
46.04,60.0,60.0,60.0,60.0,2.0,46.36
46.04,60.0,60.0,60.0,60.0,3.0,46.78
46.04,60.0,60.0,60.0,60.0,4.0,47.32
46.36,60.0,60.0,60.0,60.0,1.0,46.36
46.36,60.0,60.0,60.0,60.0,2.0,46.78
46.36,60.0,60.0,60.0,60.0,3.0,47.32
46.36,60.0,60.0,60.0,60.0,4.0,47.65
46.78,60.0,60.0,60.0,60.0,1.0,46.78
46.78,60.0,60.0,60.0,60.0,2.0,47.32
46.78,60.0,60.0,60.0,60.0,3.0,47.65
46.78,60.0,60.0,60.0,60.0,4.0,47.97
47.32,60.0,60.0,60.0,60.0,1.0,47.32
47.32,60.0,60.0,60.0,60.0,2.0,47.65
47.32,60.0,60.0,60.0,60.0,3.0,47.97
47.32,60.0,60.0,60.0,60.0,4.0,48.55
47.65,60.0,60.0,60.0,60.0,1.0,47.65
47.65,60.0,60.0,60.0,60.0,2.0,47.97
47.65,60.0,60.0,60.0,60.0,3.0,48.55
47.65,60.0,60.0,60.0,60.0,4.0,48.94
47.97,60.0,60.0,60.0,60.0,1.0,47.97
47.97,60.0,60.0,60.0,60.0,2.0,48.55
47.97,60.0,60.0,60.0,60.0,3.0,48.94
47.97,60.0,60.0,60.0,60.0,4.0,49.26
48.55,60.0,60.0,60.0,60.0,1.0,48.55
48.55,60.0,60.0,60.0,60.0,2.0,48.94
48.55,60.0,60.0,60.0,60.0,3.0,49.26
48.55,60.0,60.0,60.0,60.0,4.0,49.68
48.94,60.0,60.0,60.0,60.0,1.0,48.94
48.94,60.0,60.0,60.0,60.0,2.0,49.26
48.94,60.0,60.0,60.0,60.0,3.0,49.68
48.94,60.0,60.0,60.0,60.0,4.0,50.0
49.26,60.0,60.0,60.0,60.0,1.0,49.26
49.26,60.0,60.0,60.0,60.0,2.0,49.68
49.26,60.0,60.0,60.0,60.0,3.0,50.0
49.26,60.0,60.0,60.0,60.0,4.0,50.39
49.68,60.0,60.0,60.0,60.0,1.0,49.68
49.68,60.0,60.0,60.0,60.0,2.0,50.0
49.68,60.0,60.0,60.0,60.0,3.0,50.39
49.68,60.0,60.0,60.0,60.0,4.0,50.58
50.0,60.0,60.0,60.0,60.0,1.0,50.0
50.0,60.0,60.0,60.0,60.0,2.0,50.39
50.0,60.0,60.0,60.0,60.0,3.0,50.58
50.0,60.0,60.0,60.0,60.0,4.0,50.87
50.39,60.0,60.0,60.0,60.0,1.0,50.39
50.39,60.0,60.0,60.0,60.0,2.0,50.58
50.39,60.0,60.0,60.0,60.0,3.0,50.87
50.39,60.0,60.0,60.0,60.0,4.0,51.22
50.58,60.0,60.0,60.0,60.0,1.0,50.58
50.58,60.0,60.0,60.0,60.0,2.0,50.87
50.58,60.0,60.0,60.0,60.0,3.0,51.22
50.58,60.0,60.0,60.0,60.0,4.0,51.51
50.87,60.0,60.0,60.0,60.0,1.0,50.87
50.87,60.0,60.0,60.0,60.0,2.0,51.22
50.87,60.0,60.0,60.0,60.0,3.0,51.51
50.87,60.0,60.0,60.0,60.0,4.0,51.84
51.22,60.0,60.0,60.0,60.0,1.0,51.22
51.22,60.0,60.0,60.0,60.0,2.0,51.51
51.22,60.0,60.0,60.0,60.0,3.0,51.84
51.22,60.0,60.0,60.0,60.0,4.0,52.16
51.51,60.0,60.0,60.0,60.0,1.0,51.51
51.51,60.0,60.0,60.0,60.0,2.0,51.84
51.51,60.0,60.0,60.0,60.0,3.0,52.16
51.51,60.0,60.0,60.0,60.0,4.0,52.45
51.84,60.0,60.0,60.0,60.0,1.0,51.84
51.84,60.0,60.0,60.0,60.0,2.0,52.16
51.84,60.0,60.0,60.0,60.0,3.0,52.45
51.84,60.0,60.0,60.0,60.0,4.0,52.74
52.16,60.0,60.0,60.0,60.0,1.0,52.16
52.16,60.0,60.0,60.0,60.0,2.0,52.45
52.16,60.0,60.0,60.0,60.0,3.0,52.74
52.16,60.0,60.0,60.0,60.0,4.0,53.0
52.45,60.0,60.0,60.0,60.0,1.0,52.45
52.45,60.0,60.0,60.0,60.0,2.0,52.74
52.45,60.0,60.0,60.0,60.0,3.0,53.0
52.45,60.0,60.0,60.0,60.0,4.0,53.22
52.74,60.0,60.0,60.0,60.0,1.0,52.74
52.74,60.0,60.0,60.0,60.0,2.0,53.0
52.74,60.0,60.0,60.0,60.0,3.0,53.22
52.74,60.0,60.0,60.0,60.0,4.0,53.45
53.0,60.0,60.0,60.0,60.0,1.0,53.0
53.0,60.0,60.0,60.0,60.0,2.0,53.22
53.0,60.0,60.0,60.0,60.0,3.0,53.45
53.0,60.0,60.0,60.0,60.0,4.0,53.77
53.22,60.0,60.0,60.0,60.0,1.0,53.22
53.22,60.0,60.0,60.0,60.0,2.0,53.45
53.22,60.0,60.0,60.0,60.0,3.0,53.77
53.22,60.0,60.0,60.0,60.0,4.0,54.09
53.45,60.0,60.0,60.0,60.0,1.0,53.45
53.45,60.0,60.0,60.0,60.0,2.0,53.77
53.45,60.0,60.0,60.0,60.0,3.0,54.09
53.45,60.0,60.0,60.0,60.0,4.0,54.22
53.77,60.0,60.0,60.0,60.0,1.0,53.77
53.77,60.0,60.0,60.0,60.0,2.0,54.09
53.77,60.0,60.0,60.0,60.0,3.0,54.22
53.77,60.0,60.0,60.0,60.0,4.0,54.41
54.09,60.0,60.0,60.0,60.0,1.0,54.09
54.09,60.0,60.0,60.0,60.0,2.0,54.22
54.09,60.0,60.0,60.0,60.0,3.0,54.41
54.09,60.0,60.0,60.0,60.0,4.0,54.41
54.22,60.0,60.0,60.0,60.0,1.0,54.22
